"venue_name","venue_city","venue_state","venue_capacity","total_events","prime_night_events","off_night_events","prime_night_share","off_night_share"
"Palace Theater","Waterbury","CT",NULL,21,16,5,76.19,23.81
"Darwen Library Theatre","Darwen",NULL,NULL,42,32,10,76.19,23.81
"Exit","Chicago","IL",NULL,21,16,5,76.19,23.81
"K.B. Hallen","Frederiksberg",NULL,NULL,21,16,5,76.19,23.81
"Reno's Chop Shop","Dallas","TX",NULL,21,16,5,76.19,23.81
"Shagnasty's Grubbery & Pour House","Huntsville","AL",NULL,21,16,5,76.19,23.81
"Unknown venue","Kansas City","MO",NULL,109,83,26,76.15,23.85
"The Vanguard","Orlando","Florida",2500,67,51,16,76.12,23.88
"Penn's Peak","Philadelphia","Pennsylvania",0,67,51,16,76.12,23.88
"Infinity Music Hall","Hartford","CT",300,226,172,54,76.11,23.89
"3ten Austin City Limits Live","Austin","TX",NULL,205,156,49,76.10,23.90
"The Barn - UC Riverside","Riverside","California",0,46,35,11,76.09,23.91
"La Boom NY","Queens","NY",NULL,92,70,22,76.09,23.91
"The Haute Spot","Cedar Park","TX",NULL,46,35,11,76.09,23.91
"The Theater at MGM National Harbor","National Harbor","MD",NULL,46,35,11,76.09,23.91
"Clearfield County Fairgrounds","Clearfield","Pennsylvania",0,46,35,11,76.09,23.91
"Coca-Cola Starplex Amphitheatre","Dallas","Texas",0,209,159,50,76.08,23.92
"Churchill Downs","Louisville","Kentucky",0,71,54,17,76.06,23.94
"The Jazz Kitchen","Indianapolis","IN",NULL,188,143,45,76.06,23.94
"Unknown venue","Tokyo",NULL,NULL,96,73,23,76.04,23.96
"Temple of Boom","Leeds",NULL,250,121,92,29,76.03,23.97
"Saint Rocke","Hermosa Beach","California",280,121,92,29,76.03,23.97
"Stadthalle Graz","Graz",NULL,11000,25,19,6,76.00,24.00
"Kanza Hall","Overland Park","KS",NULL,25,19,6,76.00,24.00
"Zenbarn","Waterbury","VT",NULL,25,19,6,76.00,24.00
"Cabot Theatre","Beverly","MA",NULL,25,19,6,76.00,24.00
"The Sett, Union South, University of Wisconsin","Madison","Wisconsin",0,25,19,6,76.00,24.00
"Palladium","Worcester","MA",NULL,75,57,18,76.00,24.00
"La Cave Argenteuil","Argenteuil",NULL,500,25,19,6,76.00,24.00
"First Energy Stadium","Cleveland","Ohio",0,25,19,6,76.00,24.00
"Coronado Performing Arts Center","Rockford","IL",NULL,25,19,6,76.00,24.00
"Unknown venue","Tacoma","WA",NULL,25,19,6,76.00,24.00
"Boettcher Concert Hall","Denver","Colorado",2679,25,19,6,76.00,24.00
"Unknown venue","Chengdu",NULL,NULL,25,19,6,76.00,24.00
"Temple","San Francisco","California",0,25,19,6,76.00,24.00
"The Palm House","Belfast",NULL,NULL,25,19,6,76.00,24.00
"Salon Hansen","Lüneburg",NULL,NULL,25,19,6,76.00,24.00
"The Empire Middlesbrough","Middlesbrough",NULL,NULL,25,19,6,76.00,24.00
"Charles Krug Winery","St. Helena","CA",NULL,50,38,12,76.00,24.00
"Blue Note Harrison","Harrison","OH",NULL,25,19,6,76.00,24.00
"South","Philadelphia","PA",70,100,76,24,76.00,24.00
"Unknown venue","Punta Cana",NULL,NULL,25,19,6,76.00,24.00
"Red Tank Brewing","Red Bank","NJ",NULL,25,19,6,76.00,24.00
"LAVO Nightclub","New York","NY",NULL,25,19,6,76.00,24.00
"Unknown venue","Nijmegen",NULL,NULL,50,38,12,76.00,24.00
"Unknown venue","Chattanooga","TN",NULL,50,38,12,76.00,24.00
"Home Grown Cafe","Newark","DE",200,25,19,6,76.00,24.00
"Maassilo","Rotterdam",NULL,NULL,75,57,18,76.00,24.00
"St. Croix Casino Turtle Lake","Turtle Lake","Wisconsin",0,25,19,6,76.00,24.00
"The Studio at the Factory","Dallas","TX",NULL,50,38,12,76.00,24.00
"X","Herford",NULL,NULL,25,19,6,76.00,24.00
"Ford Amphitheater at Coney Island Boardwalk","Brooklyn","NY",5000,25,19,6,76.00,24.00
"Eos Lounge","Santa Barbara","CA",NULL,75,57,18,76.00,24.00
"Portage Theater","Chicago","Illinois",2250,25,19,6,76.00,24.00
"Xl Live","Harrisburg","PA",NULL,75,57,18,76.00,24.00
"Joe robbie stadium","Miami","Florida",0,25,19,6,76.00,24.00
"McChuill's","Glasgow",NULL,NULL,25,19,6,76.00,24.00
"Discovery Ventura","Ventura","CA",NULL,129,98,31,75.97,24.03
"Hard Rock Live","Biloxi","Mississippi",0,154,117,37,75.97,24.03
"Hollywood Casino Amphitheatre","Tinley Park","IL",28600,154,117,37,75.97,24.03
"P60","Amstelveen",NULL,NULL,104,79,25,75.96,24.04
"Blk Live","Scottsdale","AZ",NULL,104,79,25,75.96,24.04
"The Rustic","San Antonio","TX",NULL,104,79,25,75.96,24.04
"Birch Hill Night Club","Old Bridge","New Jersey",0,79,60,19,75.95,24.05
"Unknown venue","Houston","TX",NULL,133,101,32,75.94,24.06
"Bicentennial Capitol Mall State Park","Nashville","Tennessee",0,54,41,13,75.93,24.07
"The Milton Theatre (memberships)","Milton","DE",NULL,54,41,13,75.93,24.07
"Three Keys","New Orleans","LA",NULL,54,41,13,75.93,24.07
"Birmingham Jefferson Convention Complex Arena (BJCC Arena)","Birmingham","Alabama",0,54,41,13,75.93,24.07
"Monk Club","Rome",NULL,NULL,29,22,7,75.86,24.14
"Perfect Vodka Amphitheatre at the South Florida Fairgrounds","West Palm Beach","FL",19300,58,44,14,75.86,24.14
"Phi Centre","Montreal","QC",NULL,29,22,7,75.86,24.14
"Unknown venue","Fort Wayne","IN",NULL,29,22,7,75.86,24.14
"Eagle Bank Arena, George Mason University","Fairfax","VA",10000,29,22,7,75.86,24.14
"Opernhaus Bonn","Bonn",NULL,NULL,29,22,7,75.86,24.14
"Be on Key","Denver","CO",NULL,29,22,7,75.86,24.14
"California Center for the Arts","Escondido","CA",NULL,29,22,7,75.86,24.14
"Golden Light Cafe & Cantina","Amarillo","TX",NULL,29,22,7,75.86,24.14
"Pier 6 Pavilion","Baltimore","Maryland",0,29,22,7,75.86,24.14
"Unknown venue","Burgos",NULL,NULL,29,22,7,75.86,24.14
"Unknown venue","Palm Springs","CA",NULL,29,22,7,75.86,24.14
"Zentral Kafé Teatro (Zentral Kafé Antzokia)","Pamplona",NULL,1145,29,22,7,75.86,24.14
"Crybaby","Oakland","CA",NULL,29,22,7,75.86,24.14
"Jolly Joker Bursa","Bursa",NULL,NULL,29,22,7,75.86,24.14
"Boch Center Wang Theatre (formerly Citi Performing Arts Center)","Boston","MA",NULL,29,22,7,75.86,24.14
"Nissan Pavilion at Stone Ridge","Bristow","Virginia",25000,29,22,7,75.86,24.14
"Gexa Energy Pavilion","Dallas","Texas",0,1551,1176,375,75.82,24.18
"Bibelot","Dordrecht",NULL,NULL,91,69,22,75.82,24.18
"Baroeg","Rotterdam",NULL,NULL,153,116,37,75.82,24.18
"Royal Farms Arena","Baltimore","MD",NULL,62,47,15,75.81,24.19
"Light Nightclub, Mandalay Bay","Las Vegas","NV",NULL,186,141,45,75.81,24.19
"Kennedy Center - Concert Hall","Washington","DC",NULL,95,72,23,75.79,24.21
"Pearl Concert Theater at Palms Casino Resort","Las Vegas","Nevada",0,417,316,101,75.78,24.22
"Lost Horse Saloon","Marfa","TX",NULL,33,25,8,75.76,24.24
"Atlantic Union Bank Pavilion","Portsmouth","VA",NULL,33,25,8,75.76,24.24
"Boulder Station Hotel & Casino","Las Vegas","Nevada",0,33,25,8,75.76,24.24
"Cafe Drummond","Aberdeen",NULL,NULL,33,25,8,75.76,24.24
"Metropolitan","New Orleans","Louisiana",0,33,25,8,75.76,24.24
"FivePoint Amphitheatre","Irvine","CA",NULL,132,100,32,75.76,24.24
"Soho Garden","Dubai",NULL,NULL,33,25,8,75.76,24.24
"Malmö Arena","Malmö",NULL,NULL,33,25,8,75.76,24.24
"Templelive Wichita","Wichita","KS",NULL,33,25,8,75.76,24.24
"Intrigue Nightclub","Las Vegas","NV",NULL,210,159,51,75.71,24.29
"Unknown venue","Manchester",NULL,NULL,107,81,26,75.70,24.30
"The Salt Shed Outdoors (fairgrounds)","Chicago","Illinois",0,37,28,9,75.68,24.32
"Sunset Strip","Los Angeles","California",0,37,28,9,75.68,24.32
"Twin Oaks Roadhouse","Penngrove","CA",NULL,37,28,9,75.68,24.32
"Salvage Station - Outdoor Stage","Asheville","NC",NULL,37,28,9,75.68,24.32
"Mandalay Bay Beach","Las Vegas","NV",NULL,37,28,9,75.68,24.32
"The Espee","San Antonio","Texas",4750,37,28,9,75.68,24.32
"Hulen","Bergen",NULL,NULL,37,28,9,75.68,24.32
"Smith Opera House","Geneva","NY",NULL,37,28,9,75.68,24.32
"Lonestar Pavilion & Event Center","Lubbock","TX",0,37,28,9,75.68,24.32
"Milyon Performance Hall","Ankara",NULL,NULL,37,28,9,75.68,24.32
"Unknown venue","Oakland","CA",NULL,74,56,18,75.68,24.32
"BAR DKDC","Memphis","TN",NULL,37,28,9,75.68,24.32
"Askew","Providence","RI",NULL,111,84,27,75.68,24.32
"King Arthur","Glastonbury",NULL,NULL,37,28,9,75.68,24.32
"Concord Music Hall","Chicago","IL",1600,374,283,91,75.67,24.33
"The Concourse","Knoxville","TN",NULL,115,87,28,75.65,24.35
"Blue Gate Performing Arts Center","Shipshewana","IN",NULL,78,59,19,75.64,24.36
"House of Blues - Atlantic City","Atlantic City","New Jersey",0,119,90,29,75.63,24.37
"Unknown venue","Perth","WA",NULL,41,31,10,75.61,24.39
"Cellairis Amphitheatre at Lakewood","Atlanta","GA",19000,41,31,10,75.61,24.39
"The Door - Inactive - Use 2513 Deep Ellum","Dallas","TX",NULL,41,31,10,75.61,24.39
"Levitt Shell","Memphis","TN",NULL,41,31,10,75.61,24.39
"The Plant","Dothan","Alabama",0,41,31,10,75.61,24.39
"Linköping Konsert & Kongress","Linköping",NULL,NULL,41,31,10,75.61,24.39
"Poble Espanyol","Barcelona",NULL,NULL,41,31,10,75.61,24.39
"Sisyphos","Berlin",NULL,NULL,41,31,10,75.61,24.39
"Downtown Artery","Fort Collins","CO",NULL,82,62,20,75.61,24.39
"The Wharf Amphitheater","Orange Beach","Alabama",10000,209,158,51,75.60,24.40
"Monarch","San Francisco","CA",NULL,295,223,72,75.59,24.41
"Pompano Beach Amphitheater","Fort Lauderdale","Florida",0,86,65,21,75.58,24.42
"Buffalo Chip Campground","Sturgis","South Dakota",0,258,195,63,75.58,24.42
"AMP by Strathmore","North Bethesda","MD",NULL,86,65,21,75.58,24.42
"City Market","Kansas City","Missouri",0,86,65,21,75.58,24.42
"Enigma Bar","Adelaide","SA",NULL,45,34,11,75.56,24.44
"Neumos","Seattle","WA",NULL,45,34,11,75.56,24.44
"Rabobank Arena","Bakersfield","CA",NULL,45,34,11,75.56,24.44
"Golden Lion","Todmorden",NULL,NULL,45,34,11,75.56,24.44
"The Ritz Ybor","Tampa","FL",1200,274,207,67,75.55,24.45
"The Hairy Dog","Derby",NULL,NULL,94,71,23,75.53,24.47
"THE GARAGE","Burnsville","MN",NULL,94,71,23,75.53,24.47
"Omnia Nightclub","Las Vegas","NV",NULL,290,219,71,75.52,24.48
"The Walnut Room - Walnut St.","Denver","CO",250,49,37,12,75.51,24.49
"Unknown venue","New York (NYC)","NY",NULL,98,74,24,75.51,24.49
"Blue Light Live","Lubbock","TX",NULL,49,37,12,75.51,24.49
"La Belle Angele","Edinburgh",NULL,550,98,74,24,75.51,24.49
"John F. Kennedy Center for the Performing Arts","Washington","District of Columbia",0,147,111,36,75.51,24.49
"La Traverse","Cleon",NULL,NULL,49,37,12,75.51,24.49
"The Joint at Hard Rock Hotel & Casino Las Vegas","Las Vegas","Nevada",0,49,37,12,75.51,24.49
"Wolf Den","Uncasville","Connecticut",0,98,74,24,75.51,24.49
"Medina Entertainment Center","Medina","Minnesota",600,49,37,12,75.51,24.49
"Unknown venue","Vancouver","BC",NULL,102,77,25,75.49,24.51
"The Warehouse","New Orleans","Louisiana",0,106,80,26,75.47,24.53
"Route 20 Outhouse","Sturtevant","WI",NULL,106,80,26,75.47,24.53
"birch hill nite club","Old Bridge","New Jersey",0,224,169,55,75.45,24.55
"Brighton Bar","Long Branch","New Jersey",0,57,43,14,75.44,24.56
"Norgelbuff","Göttingen",NULL,NULL,57,43,14,75.44,24.56
"Eatons Hill Hotel & Function Centre - Grand Ballroom","Brisbane","QLD",NULL,57,43,14,75.44,24.56
"Sleeping Village","Chicago","Illinois",0,57,43,14,75.44,24.56
"The Theatre at Virgin Hotels","Las Vegas","NV",NULL,57,43,14,75.44,24.56
"Riders Café","Lübeck",NULL,NULL,61,46,15,75.41,24.59
"The Georgian Theatre","Stockton-on-tees",NULL,200,138,104,34,75.36,24.64
"Avila Beach Golf Resort","Avila Beach","California",0,69,52,17,75.36,24.64
"Chaifetz Arena","St Louis","MO",NULL,73,55,18,75.34,24.66
"Unknown venue","Washington","DC",NULL,158,119,39,75.32,24.68
"Arena Theatre","Houston","Texas",2750,77,58,19,75.32,24.68
"USF Verftet","Bergen",NULL,NULL,77,58,19,75.32,24.68
"Genghis Cohen","Los Angeles","CA",NULL,81,61,20,75.31,24.69
"Rick's Café","Starkville","MS",NULL,81,61,20,75.31,24.69
"Biscuits and Blues","San Francisco","CA",NULL,170,128,42,75.29,24.71
"Gallagher's Pub Hb","Huntington Beach","CA",NULL,85,64,21,75.29,24.71
"Merriweather Post Pavilion","Columbia","MD",19316,178,134,44,75.28,24.72
"The Actress & Bishop","Birmingham",NULL,NULL,93,70,23,75.27,24.73
"Ruoff Mortgage Music Center","Noblesville","IN",24400,93,70,23,75.27,24.73
"Unknown venue","London",NULL,NULL,376,283,93,75.27,24.73
"The Canyon","Agoura Hills","California",0,182,137,45,75.27,24.73
"The Post at River East","Fort Worth","TX",NULL,214,161,53,75.23,24.77
"Greensboro Coliseum Complex","Greensboro","NC",NULL,113,85,28,75.22,24.78
"La Tangente","Buenos Aires",NULL,NULL,125,94,31,75.20,24.80
"De Boerderij","Zoetermeer",NULL,NULL,145,109,36,75.17,24.83
"Freedom Hall, Lancaster Convention Center","Lancaster","Pennsylvania",0,165,124,41,75.15,24.85
"Petco Park","San Diego","California",42445,337,253,84,75.07,24.93
"Charline McCombs Empire Theatre","San Antonio","TX",NULL,20,15,5,75.00,25.00
"Hammond Civic Center","Hammond","Indiana",0,20,15,5,75.00,25.00
"Studio the Venue","Auckland",NULL,NULL,28,21,7,75.00,25.00
"Zollhaus Kulturverein","Leer",NULL,NULL,20,15,5,75.00,25.00
"The Door","Dallas","TX",NULL,24,18,6,75.00,25.00
"Cameron Stadium, Duke University","Durham","North Carolina",0,20,15,5,75.00,25.00
"Hard Rock Café - Boston","Boston","MA",NULL,20,15,5,75.00,25.00
"Unknown venue","Jacksonville","FL",NULL,40,30,10,75.00,25.00
"Rock Rover","Fremantle","WA",600,28,21,7,75.00,25.00
"Hall of Fame","Wetzikon",NULL,NULL,28,21,7,75.00,25.00
"Lost Lane","Dublin",NULL,280,40,30,10,75.00,25.00
"Fader Fort","Austin","Texas",0,32,24,8,75.00,25.00
"The Electric Church","Austin","TX",NULL,44,33,11,75.00,25.00
"Legends Of Notre Dame","Notre Dame","Indiana",0,36,27,9,75.00,25.00
"Unknown venue","Fresno","CA",NULL,28,21,7,75.00,25.00
"Robinson Performance Hall","Little Rock","AR",NULL,24,18,6,75.00,25.00
"WesterUnie","Amsterdam",NULL,NULL,20,15,5,75.00,25.00
"FitzGerald's","Berwyn","Illinois",0,24,18,6,75.00,25.00
"The Far Out Lounge & Stage","Austin","Texas",0,32,24,8,75.00,25.00
"Icon Lounge","Sioux Falls","SD",NULL,44,33,11,75.00,25.00
"Macky Auditorium","Boulder","Colorado",2000,20,15,5,75.00,25.00
"Stadthalle Reutlingen","Reutlingen",NULL,NULL,24,18,6,75.00,25.00
"The Forum Music Centre","Darlington",NULL,NULL,52,39,13,75.00,25.00
"Unknown venue","Mobile","AL",NULL,20,15,5,75.00,25.00
"SUNY Binghamton","Binghamton","New York",0,24,18,6,75.00,25.00
"Riverfront Amphitheater","Little Rock","Arkansas",0,68,51,17,75.00,25.00
"Maine State Pier","Portland","ME",NULL,24,18,6,75.00,25.00
"Hard Rock Rocksino Northfield Park Hard Rock Live","Northfield","OH",NULL,32,24,8,75.00,25.00
"Unknown venue","Dortmund",NULL,NULL,40,30,10,75.00,25.00
"Espaço das Américas","São Paulo",NULL,NULL,132,99,33,75.00,25.00
"Café Bar Mokka","Thun",NULL,NULL,28,21,7,75.00,25.00
"Escape Labs","Fort Worth","TX",NULL,32,24,8,75.00,25.00
"Sportpaleis","Merksem",NULL,23359,36,27,9,75.00,25.00
"Mango's","Houston","Texas",0,20,15,5,75.00,25.00
"Manifesto Bar","São Paulo",NULL,NULL,28,21,7,75.00,25.00
"Symphony Center","Chicago","IL",NULL,32,24,8,75.00,25.00
"Unknown venue","Cleveland","OH",NULL,72,54,18,75.00,25.00
"The Gate Arts & Community Centre","Cardiff",NULL,NULL,28,21,7,75.00,25.00
"Emsland Arena","Lingen",NULL,NULL,40,30,10,75.00,25.00
"Florida Theatre - Jacksonville","Jacksonville","Florida",0,28,21,7,75.00,25.00
"Caesar's Atlantic City","Atlantic City","NJ",NULL,32,24,8,75.00,25.00
"Sala Del Museo","Montevideo",NULL,NULL,32,24,8,75.00,25.00
"The Grand","Boston","Massachusetts",0,60,45,15,75.00,25.00
"Cardinal Stadium, Kentucky State Fair & Expo Center","Louisville","Kentucky",0,20,15,5,75.00,25.00
"Atlanta Motor Speedway","Hampton","GA",125000,40,30,10,75.00,25.00
"FLUXX","San Diego","CA",1000,68,51,17,75.00,25.00
"Unknown venue","Bath",NULL,NULL,24,18,6,75.00,25.00
"Chollerhalle","Zug",NULL,NULL,28,21,7,75.00,25.00
"Unknown venue","Augsburg",NULL,NULL,24,18,6,75.00,25.00
"Salamandra","L'Hospitalet de Llobregat",NULL,700,64,48,16,75.00,25.00
"Talking Stick Resort Showroom","Scottsdale","Arizona",25650,20,15,5,75.00,25.00
"Mecu Pavilion (formerly Pier Six Pavilion)","Baltimore","Maryland",0,24,18,6,75.00,25.00
"The Great Räng Teng Teng","Freiburg",NULL,NULL,28,21,7,75.00,25.00
"Hornblower Infinity","New York","NY",NULL,28,21,7,75.00,25.00
"El Perro De La Parte De Atras Del Coche","Madrid",NULL,NULL,40,30,10,75.00,25.00
"Mercedes-Benz Stadium","Atlanta","Georgia",71000,136,102,34,75.00,25.00
"Warner Theatre","Buffalo","New York",0,28,21,7,75.00,25.00
"Metropool","Hengelo",NULL,850,168,126,42,75.00,25.00
"Tao","Las Vegas","NV",NULL,24,18,6,75.00,25.00
"Union Jack's","Annapolis","MD",700,20,15,5,75.00,25.00
"Union College","Schenectady","New York",0,28,21,7,75.00,25.00
"Microsoft Theater","Los Angeles","CA",7100,88,66,22,75.00,25.00
"Warehouse Concert Hall","Saint Catharines","ON",NULL,28,21,7,75.00,25.00
"Tarrytown Music Hall","Tarrytown","New York",843,20,15,5,75.00,25.00
"1984","Wilmington","DE",NULL,20,15,5,75.00,25.00
"Unknown venue","Rostock",NULL,NULL,24,18,6,75.00,25.00
"Lake Effect","Salt Lake City","UT",NULL,24,18,6,75.00,25.00
"Ramshead Live","Baltimore","Maryland",2000,20,15,5,75.00,25.00
"AVV Arrebato","Zaragoza",NULL,NULL,28,21,7,75.00,25.00
"Unknown venue","Salzburg",NULL,NULL,40,30,10,75.00,25.00
"Tulalip Resort Casino","Tulalip","Washington",3000,20,15,5,75.00,25.00
"Mokka","Thun",NULL,NULL,24,18,6,75.00,25.00
"Molly Malone's","Los Angeles","CA",NULL,92,69,23,75.00,25.00
"Truist Arena","Highland Heights","Kentucky",9400,28,21,7,75.00,25.00
"Harvelle's Blues Club","Santa Monica","CA",NULL,28,21,7,75.00,25.00
"Snapdragon Stadium","San Diego","California",35000,28,21,7,75.00,25.00
"Muffatwerk","Munich",NULL,NULL,20,15,5,75.00,25.00
"Cherry","Melbourne","VIC",NULL,28,21,7,75.00,25.00
"Music House","Graz",NULL,NULL,24,18,6,75.00,25.00
"Musicians Corner, Centennial Park","Nashville","TN",NULL,36,27,9,75.00,25.00
"Codfish Hollow Barn","Maquoketa","IA",NULL,36,27,9,75.00,25.00
"Ambrose West","Asheville","NC",NULL,60,45,15,75.00,25.00
"1st Ward / Chop Shop","Chicago","IL",NULL,72,54,18,75.00,25.00
"Myron's Cabaret Jazz, The Smith Center for the Performing Arts","Las Vegas","NV",NULL,28,21,7,75.00,25.00
"Sky Bar","Tucson","AZ",NULL,24,18,6,75.00,25.00
"Coffee Gallery Backstage","Altadena","CA",NULL,32,24,8,75.00,25.00
"Laboratorium","Stuttgart",NULL,NULL,24,18,6,75.00,25.00
"The Canyon Montclair","Montclair","California",1500,28,21,7,75.00,25.00
"TODAY Plaza at Rockefeller Center","New York","New York",0,36,27,9,75.00,25.00
"Hawthorne Hideaway","Portland","OR",NULL,44,33,11,75.00,25.00
"The Hunt Club","Tulsa","OK",NULL,24,18,6,75.00,25.00
"Quarters Rock 'n Roll Palace","Milwaukee","WI",NULL,24,18,6,75.00,25.00
"BankPlus Amphitheatre at Snowden Grove","Southaven","MS",11000,20,15,5,75.00,25.00
"Simmons Bank Arena","North Little Rock","AR",NULL,24,18,6,75.00,25.00
"Heart Health Park, Cal Expo","Sacramento","California",0,20,15,5,75.00,25.00
"Time Warner Cable Music Pavilion at Walnut Creek","Raleigh","NC",NULL,48,36,12,75.00,25.00
"Nassau Coliseum","New York","New York",0,76,57,19,75.00,25.00
"Heartwood Concert Hall","Owen Sound","ON",150,24,18,6,75.00,25.00
"Thunder Mountain Amphitheatre","Loveland","CO",5000,20,15,5,75.00,25.00
"Vuela El Pez","Buenos Aires",NULL,NULL,28,21,7,75.00,25.00
"Santa Ana Star Center","Rio Rancho","NM",NULL,24,18,6,75.00,25.00
"Public Hall","Cleveland","Ohio",0,88,66,22,75.00,25.00
"Templelive Fort Smith","Fort Smith","AR",NULL,56,42,14,75.00,25.00
"Unknown venue","Syracuse","NY",NULL,24,18,6,75.00,25.00
"The Woodshop Presents","Chattanooga","TN",NULL,20,15,5,75.00,25.00
"Bar Santiago","Leeds",NULL,NULL,20,15,5,75.00,25.00
"Greenwich Odeum","East Greenwich","RI",NULL,72,54,18,75.00,25.00
"Djäzz","Duisburg",NULL,NULL,24,18,6,75.00,25.00
"Norwegian Jade","Miami","Florida",0,20,15,5,75.00,25.00
"Klub Zascianek","Krakow",NULL,NULL,36,27,9,75.00,25.00
"Unknown venue","Lubbock","TX",NULL,32,24,8,75.00,25.00
"Beach Club","Pointe-Calumet","QC",NULL,24,18,6,75.00,25.00
"Silence","Guelph","ON",NULL,20,15,5,75.00,25.00
"Premier Theater, Foxwoods Resort Casino","Mashantucket","Connecticut",1100,176,132,44,75.00,25.00
"Unknown venue","Turin",NULL,NULL,48,36,12,75.00,25.00
"Oceanside Events Center","Revere","MA",NULL,20,15,5,75.00,25.00
"The Adelphia Music Hall","Marietta","Ohio",0,36,27,9,75.00,25.00
"Poppodium Grenswerk","Venlo",NULL,NULL,64,48,16,75.00,25.00
"The Alternative Library","Bellingham","WA",NULL,20,15,5,75.00,25.00
"Georg-Friedrich-Händel-Halle","Halle",NULL,NULL,36,27,9,75.00,25.00
"Blind Bob's Tavern","Dayton","OH",NULL,24,18,6,75.00,25.00
"Blind Bob's","Dayton","OH",NULL,56,42,14,75.00,25.00
"The Space at Westbury","Westbury","NY",NULL,36,27,9,75.00,25.00
"Bello Bar","Dublin",NULL,250,20,15,5,75.00,25.00
"De Goudse Schouwburg","Gouda",NULL,NULL,20,15,5,75.00,25.00
"Shibuya Cyclone","Shibuya",NULL,NULL,28,21,7,75.00,25.00
"Bendigo Hotel","Collingwood","VIC",NULL,80,60,20,75.00,25.00
"Satellite Bar - Houston","Houston","Texas",0,20,15,5,75.00,25.00
"Vinyl Envy","Victoria","BC",NULL,20,15,5,75.00,25.00
"Cook's Garage","Lubbock","Texas",0,28,21,7,75.00,25.00
"Blackthorn 51","Elmhurst","NY",200,56,42,14,75.00,25.00
"Orpheum Theatre","Los Angeles (LA)","CA",2650,28,21,7,75.00,25.00
"04 Center","Austin","TX",NULL,56,42,14,75.00,25.00
"The Brickmakers","Norwich",NULL,NULL,28,21,7,75.00,25.00
"Plaza Arena","Lima",NULL,NULL,20,15,5,75.00,25.00
"Java Jazz","Houston","Texas",0,28,21,7,75.00,25.00
"Wollongong Uni Bar","Wollongong","NSW",NULL,20,15,5,75.00,25.00
"Overton Park Shell","Memphis","Tennessee",0,36,27,9,75.00,25.00
"Saturn Bar","New Orleans","LA",NULL,20,15,5,75.00,25.00
